full_text,text_clean,token,stop,stemmed,untokenize_clean,label
Warga Jabar butuh pemimpin cerdas  bukan yang suka blunder kayak Gibran terus. @tanakamaitoz  https://t.co/nnkOea6hkK,warga jabar butuh pemimpin cerdas bukan yang suka blunder kayak gibran terus,"['warga', 'jabar', 'butuh', 'pemimpin', 'cerdas', 'bukan', 'yang', 'suka', 'blunder', 'kayak', 'gibran', 'terus']","['warga', 'jabar', 'butuh', 'pemimpin', 'cerdas', 'bukan', 'suka', 'blunder', 'kayak', 'gibran', 'terus']","['warga', 'jabar', 'butuh', 'pimpin', 'cerdas', 'bukan', 'suka', 'blunder', 'kayak', 'gibran', 'terus']",warga jabar butuh pimpin cerdas bukan suka blunder kayak gibran terus,negatif
Ganjar tidak hanya mendengarkan keluhan rakyat  tetapi juga memberikan solusi konkret  sedangkan Gibran lebih suka membuat blunder yang merugikan dirinya sendiri. @kazutorc  https://t.co/LUSvdRGTWh,ganjar tidak hanya mendengarkan keluhan rakyat tetapi juga memberikan solusi konkret sedangkan gibran lebih suka membuat blunder yang merugikan dirinya sendiri,"['ganjar', 'tidak', 'hanya', 'mendengarkan', 'keluhan', 'rakyat', 'tetapi', 'juga', 'memberikan', 'solusi', 'konkret', 'sedangkan', 'gibran', 'lebih', 'suka', 'membuat', 'blunder', 'yang', 'merugikan', 'dirinya', 'sendiri']","['ganjar', 'mendengarkan', 'keluhan', 'rakyat', 'memberikan', 'solusi', 'konkret', 'gibran', 'lebih', 'suka', 'membuat', 'blunder', 'merugikan', 'dirinya', 'sendiri']","['ganjar', 'dengar', 'keluh', 'rakyat', 'beri', 'solusi', 'konkret', 'gibran', 'lebih', 'suka', 'buat', 'blunder', 'rugi', 'diri', 'sendiri']",ganjar dengar keluh rakyat beri solusi konkret gibran lebih suka buat blunder rugi diri sendiri,negatif
Ganjar bikin bukti nyata untuk kemajuan bangsa  bukan kayak Gibran yang lebih sering bikin blunder daripada prestasi. @nwonwooo  https://t.co/KB5QnOTxzS,ganjar bikin bukti nyata untuk kemajuan bangsa bukan kayak gibran yang lebih sering bikin blunder daripada prestasi,"['ganjar', 'bikin', 'bukti', 'nyata', 'untuk', 'kemajuan', 'bangsa', 'bukan', 'kayak', 'gibran', 'yang', 'lebih', 'sering', 'bikin', 'blunder', 'daripada', 'prestasi']","['ganjar', 'bikin', 'bukti', 'nyata', 'kemajuan', 'bangsa', 'bukan', 'kayak', 'gibran', 'lebih', 'sering', 'bikin', 'blunder', 'prestasi']","['ganjar', 'bikin', 'bukti', 'nyata', 'maju', 'bangsa', 'bukan', 'kayak', 'gibran', 'lebih', 'sering', 'bikin', 'blunder', 'prestasi']",ganjar bikin bukti nyata maju bangsa bukan kayak gibran lebih sering bikin blunder prestasi,negatif
Jelas Ganjar lebih diandalkan  ga kayak Gibran yang sering bikin blunder. @junghaneul24  https://t.co/dLabuVacVZ,jelas ganjar lebih diandalkan ga kayak gibran yang sering bikin blunder,"['jelas', 'ganjar', 'lebih', 'diandalkan', 'ga', 'kayak', 'gibran', 'yang', 'sering', 'bikin', 'blunder']","['jelas', 'ganjar', 'lebih', 'diandalkan', 'ga', 'kayak', 'gibran', 'sering', 'bikin', 'blunder']","['jelas', 'ganjar', 'lebih', 'andal', 'ga', 'kayak', 'gibran', 'sering', 'bikin', 'blunder']",jelas ganjar lebih andal ga kayak gibran sering bikin blunder,negatif
Di tengah blunder-blunder Gibran  Ganjar terus membuktikan kapabilitasnya. Warga Jawa Barat percaya bahwa Ganjar adalah pemimpin yang tidak hanya berjanji  tapi juga bertindak nyata. @uberrmensch https://t.co/QjgsK2C3Y0,di tengah blunderblunder gibran ganjar terus membuktikan kapabilitasnya warga jawa barat percaya bahwa ganjar adalah pemimpin yang tidak hanya berjanji tapi juga bertindak nyata,"['di', 'tengah', 'blunderblunder', 'gibran', 'ganjar', 'terus', 'membuktikan', 'kapabilitasnya', 'warga', 'jawa', 'barat', 'percaya', 'bahwa', 'ganjar', 'adalah', 'pemimpin', 'yang', 'tidak', 'hanya', 'berjanji', 'tapi', 'juga', 'bertindak', 'nyata']","['tengah', 'blunderblunder', 'gibran', 'ganjar', 'terus', 'membuktikan', 'kapabilitasnya', 'warga', 'jawa', 'barat', 'percaya', 'ganjar', 'pemimpin', 'berjanji', 'bertindak', 'nyata']","['tengah', 'blunderblunder', 'gibran', 'ganjar', 'terus', 'bukti', 'kapabilitasnya', 'warga', 'jawa', 'barat', 'percaya', 'ganjar', 'pimpin', 'janji', 'tindak', 'nyata']",tengah blunderblunder gibran ganjar terus bukti kapabilitasnya warga jawa barat percaya ganjar pimpin janji tindak nyata,negatif
Ganjar pemimpin yang bisa diandalkan  ga kayak Gibran yang sering bikin blunder. @Notgonnabethe1  https://t.co/2Sz1pSn02H,ganjar pemimpin yang bisa diandalkan ga kayak gibran yang sering bikin blunder,"['ganjar', 'pemimpin', 'yang', 'bisa', 'diandalkan', 'ga', 'kayak', 'gibran', 'yang', 'sering', 'bikin', 'blunder']","['ganjar', 'pemimpin', 'diandalkan', 'ga', 'kayak', 'gibran', 'sering', 'bikin', 'blunder']","['ganjar', 'pimpin', 'andal', 'ga', 'kayak', 'gibran', 'sering', 'bikin', 'blunder']",ganjar pimpin andal ga kayak gibran sering bikin blunder,negatif
Warga Jawa Barat percaya pada pemimpin yang dapat menjaga martabatnya  bukan seperti Gibran yang terus melakukan blunder memalukan. @aduymf_  https://t.co/DMsGPHBps0,warga jawa barat percaya pada pemimpin yang dapat menjaga martabatnya bukan seperti gibran yang terus melakukan blunder memalukan,"['warga', 'jawa', 'barat', 'percaya', 'pada', 'pemimpin', 'yang', 'dapat', 'menjaga', 'martabatnya', 'bukan', 'seperti', 'gibran', 'yang', 'terus', 'melakukan', 'blunder', 'memalukan']","['warga', 'jawa', 'barat', 'percaya', 'pemimpin', 'menjaga', 'martabatnya', 'bukan', 'gibran', 'terus', 'melakukan', 'blunder', 'memalukan']","['warga', 'jawa', 'barat', 'percaya', 'pimpin', 'jaga', 'martabat', 'bukan', 'gibran', 'terus', 'laku', 'blunder', 'malu']",warga jawa barat percaya pimpin jaga martabat bukan gibran terus laku blunder malu,negatif
Ganjar selalu menunjukkan integritas dan keberanian dalam menghadapi berbagai tantangan. Beda dengan Gibran yang terlalu sering terjerumus dalam blunder dan tindakan yang tidak terarah. @pratama______ https://t.co/JbqDCzTUf7,ganjar selalu menunjukkan integritas dan keberanian dalam menghadapi berbagai tantangan beda dengan gibran yang terlalu sering terjerumus dalam blunder dan tindakan yang tidak terarah,"['ganjar', 'selalu', 'menunjukkan', 'integritas', 'dan', 'keberanian', 'dalam', 'menghadapi', 'berbagai', 'tantangan', 'beda', 'dengan', 'gibran', 'yang', 'terlalu', 'sering', 'terjerumus', 'dalam', 'blunder', 'dan', 'tindakan', 'yang', 'tidak', 'terarah']","['ganjar', 'selalu', 'menunjukkan', 'integritas', 'keberanian', 'menghadapi', 'berbagai', 'tantangan', 'beda', 'gibran', 'terlalu', 'sering', 'terjerumus', 'blunder', 'tindakan', 'terarah']","['ganjar', 'selalu', 'tunjuk', 'integritas', 'berani', 'hadap', 'bagai', 'tantang', 'beda', 'gibran', 'terlalu', 'sering', 'jerumus', 'blunder', 'tindak', 'arah']",ganjar selalu tunjuk integritas berani hadap bagai tantang beda gibran terlalu sering jerumus blunder tindak arah,negatif
Ganjar memang beda  fokus pada aksi nyata buat rakyat  bukan blunder seperti Gibran yang bikin malu. @pawsbakedpan  https://t.co/DNbKzdF3eD,ganjar memang beda fokus pada aksi nyata buat rakyat bukan blunder seperti gibran yang bikin malu,"['ganjar', 'memang', 'beda', 'fokus', 'pada', 'aksi', 'nyata', 'buat', 'rakyat', 'bukan', 'blunder', 'seperti', 'gibran', 'yang', 'bikin', 'malu']","['ganjar', 'memang', 'beda', 'fokus', 'aksi', 'nyata', 'buat', 'rakyat', 'bukan', 'blunder', 'gibran', 'bikin', 'malu']","['ganjar', 'memang', 'beda', 'fokus', 'aksi', 'nyata', 'buat', 'rakyat', 'bukan', 'blunder', 'gibran', 'bikin', 'malu']",ganjar memang beda fokus aksi nyata buat rakyat bukan blunder gibran bikin malu,negatif
Ganjar memang beda  fokus pada pembangunan bukan bikin sensasi. Beda dengan Gibran yang malah bikin blunder terus  mendingan Ganjar yang punya visi jelas untuk kemajuan negeri. @delvianagustin2  https://t.co/S0xP58QeD9,ganjar memang beda fokus pada pembangunan bukan bikin sensasi beda dengan gibran yang malah bikin blunder terus mendingan ganjar yang punya visi jelas untuk kemajuan negeri,"['ganjar', 'memang', 'beda', 'fokus', 'pada', 'pembangunan', 'bukan', 'bikin', 'sensasi', 'beda', 'dengan', 'gibran', 'yang', 'malah', 'bikin', 'blunder', 'terus', 'mendingan', 'ganjar', 'yang', 'punya', 'visi', 'jelas', 'untuk', 'kemajuan', 'negeri']","['ganjar', 'memang', 'beda', 'fokus', 'pembangunan', 'bukan', 'bikin', 'sensasi', 'beda', 'gibran', 'malah', 'bikin', 'blunder', 'terus', 'mendingan', 'ganjar', 'punya', 'visi', 'jelas', 'kemajuan', 'negeri']","['ganjar', 'memang', 'beda', 'fokus', 'bangun', 'bukan', 'bikin', 'sensasi', 'beda', 'gibran', 'malah', 'bikin', 'blunder', 'terus', 'mending', 'ganjar', 'punya', 'visi', 'jelas', 'maju', 'negeri']",ganjar memang beda fokus bangun bukan bikin sensasi beda gibran malah bikin blunder terus mending ganjar punya visi jelas maju negeri,negatif
Ganjar tahu apa yang dibutuhkan rakyat dan punya langkah nyata untuk mewujudkannya  tidak seperti Gibran yang terlalu banyak blunder. @yandicted  https://t.co/fhqN9Ld57p,ganjar tahu apa yang dibutuhkan rakyat dan punya langkah nyata untuk mewujudkannya tidak seperti gibran yang terlalu banyak blunder,"['ganjar', 'tahu', 'apa', 'yang', 'dibutuhkan', 'rakyat', 'dan', 'punya', 'langkah', 'nyata', 'untuk', 'mewujudkannya', 'tidak', 'seperti', 'gibran', 'yang', 'terlalu', 'banyak', 'blunder']","['ganjar', 'tahu', 'apa', 'dibutuhkan', 'rakyat', 'punya', 'langkah', 'nyata', 'mewujudkannya', 'gibran', 'terlalu', 'banyak', 'blunder']","['ganjar', 'tahu', 'apa', 'butuh', 'rakyat', 'punya', 'langkah', 'nyata', 'wujud', 'gibran', 'terlalu', 'banyak', 'blunder']",ganjar tahu apa butuh rakyat punya langkah nyata wujud gibran terlalu banyak blunder,negatif
Ganjar selalu berbicara dengan data dan fakta  berbeda dengan Gibran yang terlalu sering membuat blunder dan tidak serius dalam berdiskusi. @soobibubidubi  https://t.co/ENWyrwX6Kn,ganjar selalu berbicara dengan data dan fakta berbeda dengan gibran yang terlalu sering membuat blunder dan tidak serius dalam berdiskusi,"['ganjar', 'selalu', 'berbicara', 'dengan', 'data', 'dan', 'fakta', 'berbeda', 'dengan', 'gibran', 'yang', 'terlalu', 'sering', 'membuat', 'blunder', 'dan', 'tidak', 'serius', 'dalam', 'berdiskusi']","['ganjar', 'selalu', 'berbicara', 'data', 'fakta', 'berbeda', 'gibran', 'terlalu', 'sering', 'membuat', 'blunder', 'serius', 'berdiskusi']","['ganjar', 'selalu', 'bicara', 'data', 'fakta', 'beda', 'gibran', 'terlalu', 'sering', 'buat', 'blunder', 'serius', 'diskus']",ganjar selalu bicara data fakta beda gibran terlalu sering buat blunder serius diskus,negatif
Kepemimpinan Ganjar terbukti dengan kebijakan-kebijakannya yang berdampak positif  berbeda dengan Gibran yang lebih dikenal dengan blunder dan aksi kontroversialnya. @urfavwritter  https://t.co/MnP34jZLgf,kepemimpinan ganjar terbukti dengan kebijakankebijakannya yang berdampak positif berbeda dengan gibran yang lebih dikenal dengan blunder dan aksi kontroversialnya,"['kepemimpinan', 'ganjar', 'terbukti', 'dengan', 'kebijakankebijakannya', 'yang', 'berdampak', 'positif', 'berbeda', 'dengan', 'gibran', 'yang', 'lebih', 'dikenal', 'dengan', 'blunder', 'dan', 'aksi', 'kontroversialnya']","['kepemimpinan', 'ganjar', 'terbukti', 'kebijakankebijakannya', 'berdampak', 'positif', 'berbeda', 'gibran', 'lebih', 'dikenal', 'blunder', 'aksi', 'kontroversialnya']","['pimpin', 'ganjar', 'bukti', 'kebijakankebijakannya', 'dampak', 'positif', 'beda', 'gibran', 'lebih', 'kenal', 'blunder', 'aksi', 'kontroversial']",pimpin ganjar bukti kebijakankebijakannya dampak positif beda gibran lebih kenal blunder aksi kontroversial,negatif
Ganjar menunjukkan kepedulian dan pemahaman yang mendalam terhadap isu-isu penting  tidak seperti Gibran yang lebih suka membuat blunder dan kontroversi yang tidak produktif. @bluepancakie  https://t.co/h0SoeHNj6q,ganjar menunjukkan kepedulian dan pemahaman yang mendalam terhadap isuisu penting tidak seperti gibran yang lebih suka membuat blunder dan kontroversi yang tidak produktif,"['ganjar', 'menunjukkan', 'kepedulian', 'dan', 'pemahaman', 'yang', 'mendalam', 'terhadap', 'isuisu', 'penting', 'tidak', 'seperti', 'gibran', 'yang', 'lebih', 'suka', 'membuat', 'blunder', 'dan', 'kontroversi', 'yang', 'tidak', 'produktif']","['ganjar', 'menunjukkan', 'kepedulian', 'pemahaman', 'mendalam', 'isuisu', 'penting', 'gibran', 'lebih', 'suka', 'membuat', 'blunder', 'kontroversi', 'produktif']","['ganjar', 'tunjuk', 'peduli', 'paham', 'dalam', 'isuisu', 'penting', 'gibran', 'lebih', 'suka', 'buat', 'blunder', 'kontroversi', 'produktif']",ganjar tunjuk peduli paham dalam isuisu penting gibran lebih suka buat blunder kontroversi produktif,negatif
Warga Jabar tahu mana pemimpin yang punya integritas  bukan yang suka bikin blunder seperti Gibran. @krisnaslam  https://t.co/ATA6k27yKr,warga jabar tahu mana pemimpin yang punya integritas bukan yang suka bikin blunder seperti gibran,"['warga', 'jabar', 'tahu', 'mana', 'pemimpin', 'yang', 'punya', 'integritas', 'bukan', 'yang', 'suka', 'bikin', 'blunder', 'seperti', 'gibran']","['warga', 'jabar', 'tahu', 'mana', 'pemimpin', 'punya', 'integritas', 'bukan', 'suka', 'bikin', 'blunder', 'gibran']","['warga', 'jabar', 'tahu', 'mana', 'pimpin', 'punya', 'integritas', 'bukan', 'suka', 'bikin', 'blunder', 'gibran']",warga jabar tahu mana pimpin punya integritas bukan suka bikin blunder gibran,negatif
Pembangunan yang dilakukan oleh Ganjar memberikan harapan kepada warga Jabar  sementara tindakan blunder Gibran hanya menimbulkan ketidakpercayaan. @maelponirata  https://t.co/lE2OFm5dZa,pembangunan yang dilakukan oleh ganjar memberikan harapan kepada warga jabar sementara tindakan blunder gibran hanya menimbulkan ketidakpercayaan,"['pembangunan', 'yang', 'dilakukan', 'oleh', 'ganjar', 'memberikan', 'harapan', 'kepada', 'warga', 'jabar', 'sementara', 'tindakan', 'blunder', 'gibran', 'hanya', 'menimbulkan', 'ketidakpercayaan']","['pembangunan', 'dilakukan', 'ganjar', 'memberikan', 'harapan', 'warga', 'jabar', 'tindakan', 'blunder', 'gibran', 'menimbulkan', 'ketidakpercayaan']","['bangun', 'laku', 'ganjar', 'beri', 'harap', 'warga', 'jabar', 'tindak', 'blunder', 'gibran', 'timbul', 'ketidakpercayaan']",bangun laku ganjar beri harap warga jabar tindak blunder gibran timbul ketidakpercayaan,negatif
Ganjar punya kebijakan yang mendukung rakyat  beda banget sama Gibran yang sering bikin blunder. Warga Jabar yakin Ganjar bisa bawa perubahan positif! @_irfaanfarhan  https://t.co/kgIaIJ4zyG,ganjar punya kebijakan yang mendukung rakyat beda banget sama gibran yang sering bikin blunder warga jabar yakin ganjar bisa bawa perubahan positif,"['ganjar', 'punya', 'kebijakan', 'yang', 'mendukung', 'rakyat', 'beda', 'banget', 'sama', 'gibran', 'yang', 'sering', 'bikin', 'blunder', 'warga', 'jabar', 'yakin', 'ganjar', 'bisa', 'bawa', 'perubahan', 'positif']","['ganjar', 'punya', 'kebijakan', 'mendukung', 'rakyat', 'beda', 'banget', 'sama', 'gibran', 'sering', 'bikin', 'blunder', 'warga', 'jabar', 'yakin', 'ganjar', 'bawa', 'perubahan', 'positif']","['ganjar', 'punya', 'bijak', 'dukung', 'rakyat', 'beda', 'banget', 'sama', 'gibran', 'sering', 'bikin', 'blunder', 'warga', 'jabar', 'yakin', 'ganjar', 'bawa', 'ubah', 'positif']",ganjar punya bijak dukung rakyat beda banget sama gibran sering bikin blunder warga jabar yakin ganjar bawa ubah positif,negatif
Ganjar tahu caranya membangun  bukan malah bikin blunder kaya Gibran. Warga Jabar pasti bangga punya calon presiden yang punya visi dan misi jelas. @Deni_janwar  https://t.co/5qf88GwX5n,ganjar tahu caranya membangun bukan malah bikin blunder kaya gibran warga jabar pasti bangga punya calon presiden yang punya visi dan misi jelas,"['ganjar', 'tahu', 'caranya', 'membangun', 'bukan', 'malah', 'bikin', 'blunder', 'kaya', 'gibran', 'warga', 'jabar', 'pasti', 'bangga', 'punya', 'calon', 'presiden', 'yang', 'punya', 'visi', 'dan', 'misi', 'jelas']","['ganjar', 'tahu', 'caranya', 'membangun', 'bukan', 'malah', 'bikin', 'blunder', 'kaya', 'gibran', 'warga', 'jabar', 'bangga', 'punya', 'calon', 'presiden', 'punya', 'visi', 'misi', 'jelas']","['ganjar', 'tahu', 'cara', 'bangun', 'bukan', 'malah', 'bikin', 'blunder', 'kaya', 'gibran', 'warga', 'jabar', 'bangga', 'punya', 'calon', 'presiden', 'punya', 'visi', 'misi', 'jelas']",ganjar tahu cara bangun bukan malah bikin blunder kaya gibran warga jabar bangga punya calon presiden punya visi misi jelas,negatif
Kepemimpinan Ganjar terlihat jauh lebih solid dan terarah  sedangkan Gibran terlalu sering tersesat dalam blunder yang seharusnya dihindari. @ohapfut  https://t.co/tkdit4ecNW,kepemimpinan ganjar terlihat jauh lebih solid dan terarah sedangkan gibran terlalu sering tersesat dalam blunder yang seharusnya dihindari,"['kepemimpinan', 'ganjar', 'terlihat', 'jauh', 'lebih', 'solid', 'dan', 'terarah', 'sedangkan', 'gibran', 'terlalu', 'sering', 'tersesat', 'dalam', 'blunder', 'yang', 'seharusnya', 'dihindari']","['kepemimpinan', 'ganjar', 'terlihat', 'jauh', 'lebih', 'solid', 'terarah', 'gibran', 'terlalu', 'sering', 'tersesat', 'blunder', 'dihindari']","['pimpin', 'ganjar', 'lihat', 'jauh', 'lebih', 'solid', 'arah', 'gibran', 'terlalu', 'sering', 'sesat', 'blunder', 'hindar']",pimpin ganjar lihat jauh lebih solid arah gibran terlalu sering sesat blunder hindar,negatif
Warga Jabar bangga memiliki pemimpin seperti Ganjar  yang selalu berusaha memberikan yang terbaik untuk daerahnya. Sebaliknya  Gibran terlalu banyak melakukan blunder  membuat dirinya kurang dihormati. @TrisnaYlnda16 https://t.co/QXqZLDtBFn,warga jabar bangga memiliki pemimpin seperti ganjar yang selalu berusaha memberikan yang terbaik untuk daerahnya sebaliknya gibran terlalu banyak melakukan blunder membuat dirinya kurang dihormati,"['warga', 'jabar', 'bangga', 'memiliki', 'pemimpin', 'seperti', 'ganjar', 'yang', 'selalu', 'berusaha', 'memberikan', 'yang', 'terbaik', 'untuk', 'daerahnya', 'sebaliknya', 'gibran', 'terlalu', 'banyak', 'melakukan', 'blunder', 'membuat', 'dirinya', 'kurang', 'dihormati']","['warga', 'jabar', 'bangga', 'memiliki', 'pemimpin', 'ganjar', 'selalu', 'berusaha', 'memberikan', 'terbaik', 'daerahnya', 'sebaliknya', 'gibran', 'terlalu', 'banyak', 'melakukan', 'blunder', 'membuat', 'dirinya', 'kurang', 'dihormati']","['warga', 'jabar', 'bangga', 'milik', 'pimpin', 'ganjar', 'selalu', 'usaha', 'beri', 'baik', 'daerah', 'balik', 'gibran', 'terlalu', 'banyak', 'laku', 'blunder', 'buat', 'diri', 'kurang', 'hormat']",warga jabar bangga milik pimpin ganjar selalu usaha beri baik daerah balik gibran terlalu banyak laku blunder buat diri kurang hormat,negatif
Ganjar bicara dengan data dan fakta soal stunting  bukan seperti Gibran yang sering blunder. Warga Jabar percaya Ganjar adalah pemimpin yang paham akan kebutuhan rakyat. @jeongguk_busan #Ganjar2024 https://t.co/pu2nZsQfsG,ganjar bicara dengan data dan fakta soal stunting bukan seperti gibran yang sering blunder warga jabar percaya ganjar adalah pemimpin yang paham akan kebutuhan rakyat,"['ganjar', 'bicara', 'dengan', 'data', 'dan', 'fakta', 'soal', 'stunting', 'bukan', 'seperti', 'gibran', 'yang', 'sering', 'blunder', 'warga', 'jabar', 'percaya', 'ganjar', 'adalah', 'pemimpin', 'yang', 'paham', 'akan', 'kebutuhan', 'rakyat']","['ganjar', 'bicara', 'data', 'fakta', 'soal', 'stunting', 'bukan', 'gibran', 'sering', 'blunder', 'warga', 'jabar', 'percaya', 'ganjar', 'pemimpin', 'paham', 'kebutuhan', 'rakyat']","['ganjar', 'bicara', 'data', 'fakta', 'soal', 'stunting', 'bukan', 'gibran', 'sering', 'blunder', 'warga', 'jabar', 'percaya', 'ganjar', 'pimpin', 'paham', 'butuh', 'rakyat']",ganjar bicara data fakta soal stunting bukan gibran sering blunder warga jabar percaya ganjar pimpin paham butuh rakyat,negatif
